545.8,-0.006,-0.002,0.002
546,-0.006,-0.002,0.002
546.2,-0.007,-0.002,0.002
546.4,-0.007,-0.002,0.002
546.6,-0.007,-0.002,0.002
546.8,-0.007,-0.003,0.001
547,-0.007,-0.003,0.001
547.2,-0.007,-0.003,0.001
547.4,-0.007,-0.003,0
547.6,-0.007,-0.003,0
547.8,-0.008,-0.003,0
548,-0.008,-0.003,0
548.2,-0.007,-0.003,0
548.4,-0.008,-0.003,0
548.6,-0.007,-0.003,0
548.8,-0.007,-0.003,0
549,-0.007,-0.003,-0.001
549.2,-0.007,-0.003,-0.001
549.4,-0.007,-0.004,-0.001
549.6,-0.008,-0.003,-0.002
549.8,-0.008,-0.004,-0.002
550,-0.008,-0.004,-0.002
550.2,-0.008,-0.004,-0.002
550.4,-0.008,-0.004,-0.002
550.6,-0.008,-0.004,-0.002
550.8,-0.007,-0.004,-0.003
551,-0.007,-0.004,-0.003
551.2,-0.008,-0.004,-0.003
551.4,-0.008,-0.004,-0.003
551.6,-0.008,-0.005,-0.003
551.8,-0.008,-0.005,-0.004
552,-0.008,-0.005,-0.004
552.2,-0.008,-0.005,-0.004
552.4,-0.008,-0.005,-0.004
552.6,-0.008,-0.005,-0.004
552.8,-0.008,-0.005,-0.005
553,-0.008,-0.005,-0.005
553.2,-0.008,-0.005,-0.005
553.4,-0.009,-0.005,-0.005
553.6,-0.008,-0.006,-0.006
553.8,-0.008,-0.006,-0.006
554,-0.009,-0.006,-0.006
554.2,-0.008,-0.006,-0.006
554.4,-0.009,-0.006,-0.006
554.6,-0.009,-0.006,-0.006
554.8,-0.009,-0.006,-0.006
555,-0.009,-0.006,-0.007
555.2,-0.009,-0.006,-0.007
555.4,-0.009,-0.006,-0.007
555.6,-0.009,-0.007,-0.007
555.8,-0.009,-0.006,-0.007
556,-0.009,-0.007,-0.008
556.2,-0.009,-0.007,-0.008
556.4,-0.01,-0.007,-0.008
556.6,-0.01,-0.007,-0.009
556.8,-0.01,-0.007,-0.009
557,-0.01,-0.007,-0.009
557.2,-0.01,-0.008,-0.009
557.4,-0.01,-0.007,-0.009
557.6,-0.01,-0.007,-0.009
557.8,-0.01,-0.007,-0.009
558,-0.01,-0.007,-0.009
558.2,-0.01,-0.007,-0.009
558.4,-0.01,-0.007,-0.009
558.6,-0.01,-0.007,-0.009
558.8,-0.01,-0.007,-0.01
559,-0.01,-0.007,-0.01
559.2,-0.01,-0.008,-0.01
559.4,-0.011,-0.008,-0.01
559.6,-0.011,-0.008,-0.011
559.8,-0.011,-0.008,-0.011
560,-0.011,-0.008,-0.011
560.2,-0.011,-0.008,-0.011
560.4,-0.011,-0.008,-0.011
560.6,-0.011,-0.008,-0.011
560.8,-0.011,-0.008,-0.011
561,-0.011,-0.008,-0.011
561.2,-0.011,-0.008,-0.011
561.4,-0.01,-0.008,-0.011
561.6,-0.011,-0.008,-0.011
561.8,-0.011,-0.008,-0.011
562,-0.011,-0.008,-0.011
562.2,-0.011,-0.008,-0.012
562.4,-0.011,-0.008,-0.012
562.6,-0.011,-0.009,-0.012
562.8,-0.011,-0.009,-0.013
563,-0.011,-0.009,-0.013
563.2,-0.011,-0.009,-0.013
563.4,-0.011,-0.009,-0.013
563.6,-0.011,-0.009,-0.013
563.8,-0.011,-0.009,-0.013
564,-0.011,-0.009,-0.013
564.2,-0.011,-0.009,-0.013
564.4,-0.011,-0.009,-0.013
564.6,-0.011,-0.009,-0.013
564.8,-0.011,-0.009,-0.014
565,-0.012,-0.009,-0.014
